DatePlayed,VisitorHome,Team,Q1,Q2,Q3,Q4,OT,EQ1,EQ2,EQ3,EQ4,EOG,EndingDigitQ1,EndingDigitQ2,EndingDigitQ3,EndingDigitQ4,EndingDigitFinal
11/15/2021,H,ARZ,3,6,17,6,,3,9,26,32,32,3,9,6,2,2
11/15/2021,V,DEN,3,3,0,6,,3,6,6,12,12,3,6,6,2,2
11/15/2021,H,LV,7,3,10,17,,7,10,20,37,37,7,0,0,7,7
11/15/2021,V,LAC,0,7,7,7,,0,7,14,21,21,0,7,4,1,1
11/15/2021,H,MIA,14,3,3,9,,14,17,20,29,29,4,7,0,9,9
11/15/2021,V,HOU,0,0,0,7,,0,0,0,7,7,0,0,0,7,7
11/15/2021,H,CLE,3,0,0,7,,3,3,3,10,10,3,3,3,0,0
11/15/2021,V,JAX,3,7,7,3,,3,10,17,20,20,3,0,7,0,0
11/15/2021,H,GB,0,17,0,7,,0,17,17,24,24,0,7,7,4,4
11/15/2021,V,PHI,3,0,14,0,,3,3,17,17,17,3,3,7,7,7
11/15/2021,H,NYG,7,7,7,6,,7,14,21,27,27,7,4,1,7,7
11/15/2021,V,TB,7,10,12,17,,7,17,29,46,46,7,7,9,6,6
11/15/2021,H,CAR,14,3,0,6,,14,17,17,23,23,4,7,7,3,3
11/15/2021,V,WAS,3,0,7,17,,3,3,10,27,27,3,3,0,7,7
11/15/2021,H,DET,7,10,7,6,,7,17,24,30,30,7,7,4,0,0
11/16/2021,V,MIN,7,0,6,6,,7,7,13,19,19,7,7,3,9,9
11/16/2021,H,CHI,3,3,7,0,,3,6,13,13,13,3,6,3,3,3
11/19/2021,V,ARZ,0,7,7,7,,0,7,14,21,21,0,7,4,1,1
11/19/2021,H,SEA,7,9,7,5,,7,16,23,28,28,7,6,3,8,8
11/22/2021,V,KC,7,7,7,14,,7,14,21,35,35,7,4,1,5,5
11/22/2021,H,LV,14,3,0,14,,14,17,17,31,31,4,7,7,1,1
11/22/2021,V,DAL,6,10,0,15,,6,16,16,31,31,6,6,6,1,1
11/22/2021,H,MIN,7,0,7,14,,7,7,14,28,28,7,7,4,8,8
11/22/2021,V,GB,7,21,0,3,0,7,28,28,31,31,7,8,8,1,1
11/22/2021,H,IND,7,7,11,6,3,7,14,25,31,34,7,4,5,1,4
11/22/2021,V,MIA,7,3,0,3,,7,10,10,13,13,7,0,0,3,3
11/22/2021,H,DEN,7,6,7,0,,7,13,20,20,20,7,3,0,0,0
11/22/2021,V,NYJ,6,0,13,9,,6,6,19,28,28,6,6,9,8,8
11/22/2021,H,LAC,7,17,7,3,,7,24,31,34,34,7,4,1,4,4
11/22/2021,V,ATL,3,6,0,0,,3,9,9,9,9,3,9,9,9,9
11/22/2021,H,NO,3,7,7,7,,3,10,17,24,24,3,0,7,4,4
11/22/2021,V,CIN,0,9,0,0,,0,9,9,9,9,0,9,9,9,9
11/22/2021,H,WAS,7,0,10,3,,7,7,17,20,20,7,7,7,0,0
11/22/2021,V,DET,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
11/22/2021,H,CAR,7,0,10,3,,7,7,17,20,20,7,7,7,0,0
11/22/2021,V,NE,7,3,7,3,,7,10,17,20,20,7,0,7,0,0
11/22/2021,H,HOU,7,14,3,3,,7,21,24,27,27,7,1,4,7,7
11/22/2021,V,PHI,0,0,7,10,,0,0,7,17,17,0,0,7,7,7
11/22/2021,H,CLE,0,7,5,10,,0,7,12,22,22,0,7,2,2,2
11/22/2021,V,PIT,0,17,0,10,,0,17,17,27,27,0,7,7,7,7
11/22/2021,H,JAX,3,0,0,0,,3,3,3,3,3,3,3,3,3,3
11/22/2021,V,TEN,7,3,3,11,6,7,10,13,24,30,7,0,3,4,0
11/22/2021,H,BAL,3,11,7,3,0,3,14,21,24,24,3,4,1,4,4
11/23/2021,V,LAR,7,10,7,3,,7,17,24,27,27,7,7,4,7,7
11/23/2021,H,TB,0,14,3,7,,0,14,17,24,24,0,4,7,4,4
11/26/2021,V,WAS,7,10,3,21,,7,17,20,41,41,7,7,0,1,1
11/26/2021,H,DAL,3,10,3,0,,3,13,16,16,16,3,3,6,6,6
11/26/2021,V,HOU,13,10,3,15,,13,23,26,41,41,3,3,6,1,1
11/26/2021,H,DET,7,7,3,8,,7,14,17,25,25,7,4,7,5,5
11/29/2021,V,CHI,3,7,0,15,,3,10,10,25,25,3,0,0,5,5
11/29/2021,H,GB,6,21,14,0,,6,27,41,41,41,6,7,1,1,1
11/29/2021,V,KC,17,3,7,0,,17,20,27,27,27,7,0,7,7,7
11/29/2021,H,TB,0,7,3,14,,0,7,10,24,24,0,7,0,4,4
11/29/2021,V,NO,0,17,7,7,,0,17,24,31,31,0,7,4,1,1
11/29/2021,H,DEN,0,0,3,0,,0,0,3,3,3,0,0,3,3,3
11/29/2021,V,SF,7,0,10,6,,7,7,17,23,23,7,7,7,3,3
11/29/2021,H,LAR,3,0,10,7,,3,3,13,20,20,3,3,3,0,0
11/29/2021,V,ARZ,10,0,0,7,,10,10,10,17,17,0,0,0,7,7
11/29/2021,H,NE,0,7,10,3,,0,7,17,20,20,0,7,7,0,0
11/29/2021,V,CAR,0,7,14,6,,0,7,21,27,27,0,7,1,7,7
11/29/2021,H,MIN,7,3,0,18,,7,10,10,28,28,7,0,0,8,8
11/29/2021,V,CLE,7,10,3,7,,7,17,20,27,27,7,7,0,7,7
11/29/2021,H,JAX,3,10,6,6,,3,13,19,25,25,3,3,9,5,5
11/29/2021,V,LV,0,3,3,0,,0,3,6,6,6,0,3,6,6,6
11/29/2021,H,ATL,6,10,14,13,,6,16,30,43,43,6,6,0,3,3
11/29/2021,V,LAC,6,0,8,3,,6,6,14,17,17,6,6,4,7,7
11/29/2021,H,BUF,7,10,7,3,,7,17,24,27,27,7,7,4,7,7
11/29/2021,V,MIA,3,10,0,7,,3,13,13,20,20,3,3,3,0,0
11/29/2021,H,NYJ,3,0,0,0,,3,3,3,3,3,3,3,3,3,3
11/29/2021,V,NYG,7,3,3,6,,7,10,13,19,19,7,0,3,9,9
11/29/2021,H,CIN,7,3,0,7,,7,10,10,17,17,7,0,0,7,7
11/29/2021,V,TEN,14,21,3,7,,14,35,38,45,45,4,5,8,5,5
11/29/2021,H,IND,7,7,0,12,,7,14,14,26,26,7,4,4,6,6
11/30/2021,V,SEA,0,14,3,6,,0,14,17,23,23,0,4,7,3,3
11/30/2021,H,PHI,0,6,3,8,,0,6,9,17,17,0,6,9,7,7
12/2/2021,V,BAL,7,0,0,7,,7,7,7,14,14,7,7,7,4,4
12/2/2021,H,PIT,6,6,0,7,,6,12,12,19,19,6,2,2,9,9
12/6/2021,V,DEN,3,7,6,0,,3,10,16,16,16,3,0,6,6,6
12/6/2021,H,KC,3,6,10,3,,3,9,19,22,22,3,9,9,2,2
12/6/2021,V,NE,7,21,7,10,,7,28,35,45,45,7,8,5,5,5
12/6/2021,H,LAC,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
12/6/2021,V,PHI,3,0,0,13,,3,3,3,16,16,3,3,3,6,6
12/6/2021,H,GB,0,14,6,10,,0,14,20,30,30,0,4,0,0,0
12/6/2021,V,LAR,0,14,3,21,,0,14,17,38,38,0,4,7,8,8
12/6/2021,H,ARZ,7,0,7,14,,7,7,14,28,28,7,7,4,8,8
12/6/2021,V,NYG,0,0,14,3,,0,0,14,17,17,0,0,4,7,7
12/6/2021,H,SEA,3,2,0,7,,3,5,5,12,12,3,5,5,2,2
12/6/2021,V,CIN,7,0,0,0,,7,7,7,7,7,7,7,7,7,7
12/6/2021,H,MIA,0,6,10,3,,0,6,16,19,19,0,6,6,9,9
12/6/2021,V,CLE,10,28,3,0,,10,38,41,41,41,0,8,1,1,1
12/6/2021,H,TEN,0,7,14,14,,0,7,21,35,35,0,7,1,5,5
12/6/2021,V,DET,6,7,7,14,,6,13,20,34,34,6,3,0,4,4
12/6/2021,H,CHI,9,14,0,7,,9,23,23,30,30,9,3,3,0,0
12/6/2021,V,IND,14,10,0,2,,14,24,24,26,26,4,4,4,6,6
12/6/2021,H,HOU,10,10,0,0,,10,20,20,20,20,0,0,0,0,0
12/6/2021,V,JAX,9,0,7,8,0,9,9,16,24,24,9,9,6,4,4
12/6/2021,H,MIN,0,6,13,5,3,0,6,19,24,27,0,6,9,4,7
12/6/2021,V,LV,7,10,7,7,,7,17,24,31,31,7,7,4,1,1
12/6/2021,H,NYJ,7,6,0,15,,7,13,13,28,28,7,3,3,8,8
12/6/2021,V,NO,7,7,7,0,,7,14,21,21,21,7,4,1,1,1
12/6/2021,H,ATL,3,6,0,7,,3,9,9,16,16,3,9,9,6,6
12/7/2021,V,BUF,0,17,10,7,,0,17,27,34,34,0,7,7,4,4
12/7/2021,H,SF,7,0,10,7,,7,7,17,24,24,7,7,7,4,4
12/7/2021,V,WAS,0,3,7,13,,0,3,10,23,23,0,3,0,3,3
12/7/2021,H,PIT,0,14,0,3,,0,14,14,17,17,0,4,4,7,7
12/8/2021,V,DAL,3,7,0,7,,3,10,10,17,17,3,0,0,7,7
12/8/2021,H,BAL,7,10,7,10,,7,17,24,34,34,7,7,4,4,4
12/10/2021,V,NE,0,3,0,0,,0,3,3,3,3,0,3,3,3,3
12/10/2021,H,LAR,10,7,7,0,,10,17,24,24,24,0,7,4,4,4
12/13/2021,V,PIT,0,7,0,8,,0,7,7,15,15,0,7,7,5,5
12/13/2021,H,BUF,0,9,14,3,,0,9,23,26,26,0,9,3,6,6
12/13/2021,V,ATL,7,10,0,0,,7,17,17,17,17,7,7,7,7,7
12/13/2021,H,LAC,7,3,7,3,,7,10,17,20,20,7,0,7,0,0
12/13/2021,V,GB,7,7,7,10,,7,14,21,31,31,7,4,1,1,1
12/13/2021,H,DET,7,7,0,10,,7,14,14,24,24,7,4,4,4,4
12/13/2021,V,NO,0,0,14,7,,0,0,14,21,21,0,0,4,1,1
12/13/2021,H,PHI,0,17,0,7,,0,17,17,24,24,0,7,7,4,4
12/13/2021,V,WAS,0,13,10,0,,0,13,23,23,23,0,3,3,3,3
12/13/2021,H,SF,7,0,0,8,,7,7,7,15,15,7,7,7,5,5
12/13/2021,V,IND,10,10,7,17,,10,20,27,44,44,0,0,7,4,4
12/13/2021,H,LV,7,7,6,7,,7,14,20,27,27,7,4,0,7,7
12/13/2021,V,NYJ,3,0,0,0,,3,3,3,3,3,3,3,3,3,3
12/13/2021,H,SEA,7,16,14,3,,7,23,37,40,40,7,3,7,0,0
12/13/2021,V,ARZ,3,10,7,6,,3,13,20,26,26,3,3,0,6,6
12/13/2021,H,NYG,0,0,7,0,,0,0,7,7,7,0,0,7,7,7
12/13/2021,V,DAL,10,7,3,10,,10,17,20,30,30,0,7,0,0,0
12/13/2021,H,CIN,0,7,0,0,,0,7,7,7,7,0,7,7,7,7
12/13/2021,V,DEN,6,7,12,7,,6,13,25,32,32,6,3,5,2,2
12/13/2021,H,CAR,0,7,3,17,,0,7,10,27,27,0,7,0,7,7
12/13/2021,V,HOU,0,7,0,0,,0,7,7,7,7,0,7,7,7,7
12/13/2021,H,CHI,7,23,3,3,,7,30,33,36,36,7,0,3,6,6
12/13/2021,V,KC,0,14,16,3,,0,14,30,33,33,0,4,0,3,3
12/13/2021,H,MIA,7,3,0,17,,7,10,10,27,27,7,0,0,7,7
12/13/2021,V,MIN,0,6,8,0,,0,6,14,14,14,0,6,4,4,4
12/13/2021,H,TB,0,17,6,3,,0,17,23,26,26,0,7,3,6,6
12/13/2021,V,TEN,7,10,14,0,,7,17,31,31,31,7,7,1,1,1
12/13/2021,H,JAX,0,3,7,0,,0,3,10,10,10,0,3,0,0,0
12/14/2021,V,BAL,7,14,13,13,,7,21,34,47,47,7,1,4,7,7
12/14/2021,H,CLE,7,7,6,22,,7,14,20,42,42,7,4,0,2,2
12/19/2021,V,CAR,3,0,7,6,,3,3,10,16,16,3,3,0,6,6
12/19/2021,H,GB,7,14,0,3,,7,21,21,24,24,7,1,1,4,4
12/19/2021,V,BUF,7,14,17,10,,7,21,38,48,48,7,1,8,8,8
12/19/2021,H,DEN,0,13,0,6,,0,13,13,19,19,0,3,3,9,9
12/19/2021,V,LAC,7,10,7,0,6,7,17,24,24,30,7,7,4,4,0
12/19/2021,H,LV,3,7,7,7,3,3,10,17,24,27,3,0,7,4,7
12/20/2021,V,CLE,0,13,0,7,,0,13,13,20,20,0,3,3,0,0
12/20/2021,H,NYG,3,0,0,3,,3,3,3,6,6,3,3,3,6,6
12/20/2021,V,KC,7,7,7,11,,7,14,21,32,32,7,4,1,2,2
12/20/2021,H,NO,0,9,6,14,,0,9,15,29,29,0,9,5,9,9
12/20/2021,V,NYJ,7,6,10,0,,7,13,23,23,23,7,3,3,3,3
12/20/2021,H,LAR,0,3,7,10,,0,3,10,20,20,0,3,0,0,0
12/20/2021,V,PHI,0,20,6,0,,0,20,26,26,26,0,0,6,6,6
12/20/2021,H,ARZ,16,10,0,7,,16,26,26,33,33,6,6,6,3,3
12/20/2021,V,CHI,10,10,7,6,,10,20,27,33,33,0,0,7,3,3
12/20/2021,H,MIN,7,3,10,7,,7,10,20,27,27,7,0,0,7,7
12/20/2021,V,DET,7,8,3,7,,7,15,18,25,25,7,5,8,5,5
12/20/2021,H,TEN,14,10,0,22,,14,24,24,46,46,4,4,4,6,6
12/20/2021,V,HOU,0,10,3,7,,0,10,13,20,20,0,0,3,0,0
12/20/2021,H,IND,14,0,3,10,,14,14,17,27,27,4,4,7,7,7
12/20/2021,V,JAX,0,0,7,7,,0,0,7,14,14,0,0,7,4,4
12/20/2021,H,BAL,9,17,7,7,,9,26,33,40,40,9,6,3,0,0
12/20/2021,V,NE,0,6,3,3,,0,6,9,12,12,0,6,9,2,2
12/20/2021,H,MIA,0,0,7,15,,0,0,7,22,22,0,0,7,2,2
12/20/2021,V,SF,7,7,10,9,,7,14,24,33,33,7,4,4,3,3
12/20/2021,H,DAL,14,3,7,17,,14,17,24,41,41,4,7,4,1,1
12/20/2021,V,SEA,3,10,7,0,,3,13,20,20,20,3,3,0,0,0
12/20/2021,H,WAS,0,3,0,12,,0,3,3,15,15,0,3,3,5,5
12/20/2021,V,TB,0,0,21,10,,0,0,21,31,31,0,0,1,1,1
12/20/2021,H,ATL,7,10,7,3,,7,17,24,27,27,7,7,4,7,7
12/21/2021,V,PIT,0,0,10,7,,0,0,10,17,17,0,0,0,7,7
12/21/2021,H,CIN,3,14,0,10,,3,17,17,27,27,3,7,7,7,7
12/25/2021,V,MIN,7,7,13,6,,7,14,27,33,33,7,4,7,3,3
12/25/2021,H,NO,14,10,7,21,,14,24,31,52,52,4,4,1,2,2
12/26/2021,V,MIA,3,3,7,13,,3,6,13,26,26,3,6,3,6,6
12/26/2021,H,LV,7,6,3,9,,7,13,16,25,25,7,3,6,5,5
12/26/2021,V,SF,7,0,7,6,,7,7,14,20,20,7,7,4,0,0
12/26/2021,H,ARZ,3,3,0,6,,3,6,6,12,12,3,6,6,2,2
12/26/2021,V,TB,13,21,13,0,,13,34,47,47,47,3,4,7,7,7
12/26/2021,H,DET,0,0,7,0,,0,0,7,7,7,0,0,7,7,7
12/27/2021,V,TEN,0,7,7,0,,0,7,14,14,14,0,7,4,4,4
12/27/2021,H,GB,6,13,14,7,,6,19,33,40,40,6,9,3,0,0
12/27/2021,V,LAR,3,3,0,3,,3,6,6,9,9,3,6,6,9,9
12/27/2021,H,SEA,0,6,7,7,,0,6,13,20,20,0,6,3,0,0
12/27/2021,V,PHI,14,3,0,0,,14,17,17,17,17,4,7,7,7,7
12/27/2021,H,DAL,3,17,10,7,,3,20,30,37,37,3,0,0,7,7
12/27/2021,V,CAR,6,14,0,0,,6,20,20,20,20,6,0,0,0,0
12/27/2021,H,WAS,0,3,3,7,,0,3,6,13,13,0,3,6,3,3
12/27/2021,V,DEN,0,0,3,13,,0,0,3,16,16,0,0,3,6,6
12/27/2021,H,LAC,3,10,0,6,,3,13,13,19,19,3,3,3,9,9
12/27/2021,V,ATL,0,7,0,7,,0,7,7,14,14,0,7,7,4,4
12/27/2021,H,KC,0,7,0,10,,0,7,7,17,17,0,7,7,7,7
12/27/2021,V,CHI,7,6,21,7,,7,13,34,41,41,7,3,4,1,1
12/27/2021,H,JAX,3,7,0,7,,3,10,10,17,17,3,0,0,7,7
12/27/2021,V,CIN,7,3,14,13,,7,10,24,37,37,7,0,4,7,7
12/27/2021,H,HOU,3,7,14,7,,3,10,24,31,31,3,0,4,1,1
12/27/2021,V,CLE,3,0,7,6,,3,3,10,16,16,3,3,0,6,6
12/27/2021,H,NYJ,7,6,7,3,,7,13,20,23,23,7,3,0,3,3
12/27/2021,V,IND,7,14,3,0,,7,21,24,24,24,7,1,4,4,4
12/27/2021,H,PIT,0,7,7,14,,0,7,14,28,28,0,7,4,8,8
12/27/2021,V,NYG,0,3,3,7,,0,3,6,13,13,0,3,6,3,3
12/27/2021,H,BAL,14,6,0,7,,14,20,20,27,27,4,0,0,7,7
12/28/2021,V,BUF,3,21,7,7,,3,24,31,38,38,3,4,1,8,8
12/28/2021,H,NE,3,6,0,0,,3,9,9,9,9,3,9,9,9,9
1/17/2021,V,TB,0,13,7,10,,0,13,20,30,30,0,3,0,0,0
1/17/2021,H,@ NO,6,7,7,0,,6,13,20,20,20,6,3,0,0,0
1/17/2021,V,CLE,3,0,7,7,,3,3,10,17,17,3,3,0,7,7
1/17/2021,H,@ KC,6,13,3,0,,6,19,22,22,22,6,9,2,2,2
1/16/2021,V,BAL,0,3,0,0,,0,3,3,3,3,0,3,3,3,3
1/16/2021,H,@ BUF,3,0,14,0,,3,3,17,17,17,3,3,7,7,7
1/16/2021,V,LAR,3,7,8,0,,3,10,18,18,18,3,0,8,8,8
1/16/2021,H,@ GB,3,16,6,7,,3,19,25,32,32,3,9,5,2,2
